datetime,pm25
20141019-22:00,54
20141019-23:00,51
20141020-0:00,48
20141020-1:00,48
20141020-2:00,49
20141020-3:00,35
20141020-4:00,32
20141020-5:00,28
20141020-6:00,26
20141020-7:00,25
20141020-8:00,26
20141020-9:00,27
20141020-10:00,27
20141020-11:00,28
20141020-12:00,29
20141020-13:00,26
20141020-14:00,28
20141020-15:00,31
20141020-16:00,31
20141020-17:00,35
20141020-18:00,36
20141020-19:00,41
20141020-20:00,53
20141020-21:00,65
20141020-22:00,119
20141020-23:00,197
20141021-0:00,214
20141021-1:00,197
20141021-2:00,185
20141021-3:00,108
20141021-4:00,110
20141021-5:00,128
20141021-6:00,99
20141021-7:00,90
20141021-8:00,96
20141021-9:00,73
20141021-10:00,62
20141021-11:00,71
20141021-12:00,69
20141021-13:00,76
20141021-14:00,78
20141021-15:00,69
20141021-16:00,71
20141021-17:00,93
20141021-18:00,133
20141021-19:00,224
20141021-20:00,269
20141021-21:00,281
20141021-22:00,298
20141021-23:00,310
20141022-0:00,376
20141022-1:00,460
20141022-2:00,480
20141022-3:00,456
20141022-4:00,480
20141022-5:00,467
20141022-6:00,445
20141022-7:00,455
20141022-8:00,550
20141022-9:00,486
20141022-10:00,362
20141022-11:00,157
20141022-12:00,164
20141022-13:00,159
20141022-14:00,134
20141022-15:00,157
20141022-16:00,198
20141022-17:00,198
20141022-18:00,165
20141022-19:00,180
20141022-20:00,220
20141022-21:00,286
20141022-22:00,316
20141022-23:00,335
20141023-0:00,373
20141023-1:00,366
20141023-2:00,336
20141023-3:00,336
20141023-4:00,355
20141023-5:00,298
20141023-6:00,218
20141023-7:00,195
20141023-8:00,190
20141023-9:00,140
20141023-10:00,163
20141023-11:00,185
20141023-12:00,127
20141023-13:00,106
20141023-14:00,102
20141023-15:00,99
20141023-16:00,104
20141023-17:00,109
20141023-18:00,120
20141023-19:00,169
20141023-20:00,262
20141023-21:00,214
20141023-22:00,170
20141023-23:00,138
20141024-0:00,131
20141024-1:00,130
20141024-2:00,141
20141024-3:00,118
20141024-4:00,104
20141024-5:00,97
20141024-6:00,92
20141024-7:00,89
20141024-8:00,90
20141024-9:00,98
20141024-10:00,108
20141024-11:00,127
20141024-12:00,135
20141024-13:00,166
20141024-14:00,132
20141024-15:00,122
20141024-16:00,120
20141024-17:00,118
20141024-18:00,117
20141024-19:00,119
20141024-20:00,119
20141024-21:00,120
20141024-22:00,128
20141024-23:00,136
20141025-0:00,128
20141025-1:00,110
20141025-2:00,98
20141025-3:00,94
20141025-4:00,89
20141025-5:00,85
20141025-6:00,90
20141025-7:00,111
20141025-8:00,136
20141025-9:00,156
20141025-10:00,169
20141025-11:00,191
20141025-12:00,292
20141025-13:00,452
20141025-14:00,490
20141025-15:00,509
20141025-16:00,498
20141025-17:00,422
20141025-18:00,406
20141025-19:00,383
20141025-20:00,435
20141025-21:00,400
20141025-22:00,350
20141025-23:00,240
20141026-0:00,263
20141026-1:00,236
20141026-2:00,70
20141026-3:00,42
20141026-4:00,41
20141026-5:00,38
20141026-6:00,38
20141026-7:00,38
20141026-8:00,37
20141026-9:00,37
20141026-10:00,36
20141026-11:00,35
20141026-12:00,35
20141026-13:00,35
20141026-14:00,35
20141026-15:00,36
20141026-16:00,38
20141026-17:00,40
20141026-18:00,47
20141026-19:00,51
20141026-20:00,53
20141026-21:00,57
20141026-22:00,62
20141026-23:00,57
20141027-0:00,57
20141027-1:00,43
20141027-2:00,43
20141027-3:00,41
20141027-4:00,37
20141027-5:00,34
20141027-6:00,33
20141027-7:00,33
20141027-8:00,32
20141027-9:00,30
20141027-10:00,28
20141027-11:00,27
20141027-12:00,29
20141027-13:00,35
20141027-14:00,46
20141027-15:00,65
20141027-16:00,81
20141027-17:00,88
20141027-18:00,95
20141027-19:00,102
20141027-20:00,119
20141027-21:00,131
20141027-22:00,143
20141027-23:00,139
20141028-0:00,146
20141028-1:00,198
20141028-2:00,185
20141028-3:00,229
20141028-4:00,234
20141028-5:00,245
20141028-6:00,296
20141028-7:00,288
20141028-8:00,266
20141028-9:00,275
20141028-10:00,241
20141028-11:00,141
20141028-12:00,125
20141028-13:00,103
20141028-14:00,117
20141028-15:00,115
20141028-16:00,123
20141028-17:00,127
20141028-18:00,189
20141028-19:00,282
20141028-20:00,334
20141028-21:00,343
20141028-22:00,359
20141028-23:00,372
20141029-0:00,383
20141029-1:00,351
20141029-2:00,350
20141029-3:00,329
20141029-4:00,309
20141029-5:00,280
20141029-6:00,269
20141029-7:00,256
20141029-8:00,260
20141029-9:00,240
20141029-10:00,225
20141029-11:00,167
20141029-12:00,134
20141029-13:00,126
20141029-14:00,136
20141029-15:00,113
20141029-16:00,119
20141029-17:00,126
20141029-18:00,134
20141029-19:00,159
20141029-20:00,183
20141029-21:00,315
20141029-22:00,360
20141029-23:00,308
20141030-0:00,258
20141030-1:00,314
20141030-2:00,270
20141030-3:00,281
20141030-4:00,305
20141030-5:00,297
20141030-6:00,263
20141030-7:00,225
20141030-8:00,190
20141030-9:00,172
20141030-10:00,131
20141030-11:00,160
20141030-12:00,176
20141030-13:00,163
20141030-14:00,180
20141030-15:00,231
20141030-16:00,275
20141030-17:00,515
20141030-18:00,703
20141030-19:00,701
20141030-20:00,710
20141030-21:00,774
20141030-22:00,849
20141030-23:00,727
20141031-0:00,538
20141031-1:00,368
20141031-2:00,219
20141031-3:00,209
20141031-4:00,206
20141031-5:00,182
20141031-6:00,155
20141031-7:00,150
20141031-8:00,150
20141031-9:00,145
20141031-10:00,147
20141031-11:00,206
20141031-12:00,309
20141031-13:00,336
20141031-14:00,340
20141031-15:00,312
20141031-16:00,268
20141031-17:00,262
20141031-18:00,269
20141031-19:00,295
20141031-20:00,313
20141031-21:00,336
20141031-22:00,391
20141031-23:00,465
20141101-0:00,512
20141101-1:00,517
20141101-2:00,554
20141101-3:00,574
20141101-4:00,622
20141101-5:00,647
20141101-6:00,652
20141101-7:00,483
20141101-8:00,313
20141101-9:00,258
20141101-10:00,187
20141101-11:00,130
20141101-12:00,89
20141101-13:00,74
20141101-14:00,67
20141101-15:00,69
20141101-16:00,67
20141101-17:00,67
20141101-18:00,61
20141101-19:00,59
20141101-20:00,62
20141101-21:00,65
20141101-22:00,65
20141101-23:00,78
20141102-0:00,85
20141102-1:00,66
20141102-2:00,46
20141102-3:00,48
20141102-4:00,50
20141102-5:00,62
20141102-6:00,67
20141102-7:00,62
20141102-8:00,49
20141102-9:00,42
20141102-10:00,38
20141102-11:00,35
20141102-12:00,33
20141102-13:00,34
20141102-14:00,32
20141102-15:00,30
20141102-16:00,28
20141102-17:00,29
20141102-18:00,33
20141102-19:00,41
20141102-20:00,47
20141102-21:00,55
20141102-22:00,60
20141102-23:00,63
20141103-0:00,59
20141103-1:00,56
20141103-2:00,51
20141103-3:00,44
20141103-4:00,39
20141103-5:00,36
20141103-6:00,35
20141103-7:00,35
20141103-8:00,37
20141103-9:00,41
20141103-10:00,38
20141103-11:00,37
20141103-12:00,32
20141103-13:00,38
20141103-14:00,39
20141103-15:00,34
20141103-16:00,34
20141103-17:00,34
20141103-18:00,36
20141103-19:00,46
20141103-20:00,64
20141103-21:00,73
20141103-22:00,72
20141103-23:00,80
20141104-0:00,75
20141104-1:00,63
20141104-2:00,58
20141104-3:00,54
20141104-4:00,52
20141104-5:00,51
20141104-6:00,51
20141104-7:00,51
20141104-8:00,54
20141104-9:00,59
20141104-10:00,56
20141104-11:00,61
20141104-12:00,57
20141104-13:00,46
20141104-14:00,41
20141104-15:00,41
20141104-16:00,43
20141104-17:00,49
20141104-18:00,58
20141104-19:00,60
20141104-20:00,59
20141104-21:00,52
20141104-22:00,52
20141104-23:00,51
20141105-0:00,57
20141105-1:00,62
20141105-2:00,62
20141105-3:00,59
20141105-4:00,59
20141105-5:00,60
20141105-6:00,59
20141105-7:00,58
20141105-8:00,59
20141105-9:00,60
20141105-10:00,62
20141105-11:00,61
20141105-12:00,60
20141105-13:00,60
20141105-14:00,56
20141105-15:00,53
20141105-16:00,52
20141105-17:00,49
20141105-18:00,47
20141105-19:00,51
20141105-20:00,46
20141105-21:00,37
20141105-22:00,35
20141105-23:00,32
20141106-0:00,31
20141106-1:00,29
20141106-2:00,29
20141106-3:00,26
20141106-4:00,25
20141106-5:00,26
20141106-6:00,25
20141106-7:00,24
20141106-8:00,23
20141106-9:00,23
20141106-10:00,23
20141106-11:00,22
20141106-12:00,21
20141106-13:00,20
20141106-14:00,20
20141106-15:00,21
20141106-16:00,27
20141106-17:00,33
20141106-18:00,41
20141106-19:00,51
20141106-20:00,56
20141106-21:00,51
20141106-22:00,54
20141106-23:00,54
20141107-0:00,53
20141107-1:00,51
20141107-2:00,51
20141107-3:00,52
20141107-4:00,55
20141107-5:00,53
20141107-6:00,52
20141107-7:00,52
20141107-8:00,72
20141107-9:00,82
20141107-10:00,70
20141107-11:00,50
20141107-12:00,44
20141107-13:00,39
20141107-14:00,36
20141107-15:00,38
20141107-16:00,44
20141107-17:00,56
20141107-18:00,67
20141107-19:00,65
20141107-20:00,65
20141107-21:00,72
20141107-22:00,79
20141107-23:00,79
20141108-0:00,78
20141108-1:00,78
20141108-2:00,78
20141108-3:00,77
20141108-4:00,74
20141108-5:00,74
20141108-6:00,72
20141108-7:00,69
20141108-8:00,68
20141108-9:00,63
20141108-10:00,61
20141108-11:00,57
20141108-12:00,56
20141108-13:00,56
20141108-14:00,57
20141108-15:00,56
20141108-16:00,54
20141108-17:00,58
20141108-18:00,70
20141108-19:00,74
20141108-20:00,80
20141108-21:00,81
20141108-22:00,83
20141108-23:00,82
20141109-0:00,83
20141109-1:00,74
20141109-2:00,69
20141109-3:00,66
20141109-4:00,65
20141109-5:00,62
20141109-6:00,59
20141109-7:00,58
20141109-8:00,59
20141109-9:00,62
20141109-10:00,68
20141109-11:00,71
20141109-12:00,70
20141109-13:00,69
20141109-14:00,63
20141109-15:00,60
20141109-16:00,72
20141109-17:00,86
20141109-18:00,106
20141109-19:00,136
20141109-20:00,115
20141109-21:00,99
20141109-22:00,103
20141109-23:00,102
20141110-0:00,105
20141110-1:00,102
20141110-2:00,99
20141110-3:00,94
20141110-4:00,91
20141110-5:00,86
20141110-6:00,82
20141110-7:00,77
20141110-8:00,80
20141110-9:00,79
20141110-10:00,75.83333333
20141110-11:00,72.66666667
20141110-12:00,69.5
20141110-13:00,66.33333333
20141110-14:00,63.16666667
20141110-15:00,60
20141110-16:00,59
20141110-17:00,65
20141110-18:00,74
20141110-19:00,81
20141110-20:00,90
20141110-21:00,101
20141110-22:00,98
20141110-23:00,94
20141111-0:00,83
20141111-1:00,89
20141111-2:00,106
20141111-3:00,117
20141111-4:00,119
20141111-5:00,113
20141111-6:00,108
20141111-7:00,108
20141111-8:00,108
20141111-9:00,120
20141111-10:00,142
20141111-11:00,130
20141111-12:00,129
20141111-13:00,106
20141111-14:00,79
20141111-15:00,93
20141111-16:00,91
20141111-17:00,64
20141111-18:00,59
20141111-19:00,71
20141111-20:00,57
20141111-21:00,43
20141111-22:00,40
20141111-23:00,38
20141112-0:00,37
20141112-1:00,33
20141112-2:00,33
20141112-3:00,32
20141112-4:00,31
20141112-5:00,32
20141112-6:00,34
20141112-7:00,34
20141112-8:00,39
20141112-9:00,37
20141112-10:00,34
20141112-11:00,31
20141112-12:00,28
20141112-13:00,25
20141112-14:00,23
20141112-15:00,22
20141112-16:00,20
20141112-17:00,20
20141112-18:00,19
20141112-19:00,18
20141112-20:00,17
20141112-21:00,17
20141112-22:00,16
20141112-23:00,15
20141113-0:00,14
20141113-1:00,15
20141113-2:00,15
20141113-3:00,15
20141113-4:00,14
20141113-5:00,15
20141113-6:00,14
20141113-7:00,16
20141113-8:00,20
20141113-9:00,23
20141113-10:00,20
20141113-11:00,16
20141113-12:00,14
20141113-13:00,13
20141113-14:00,13
20141113-15:00,13
20141113-16:00,13
20141113-17:00,13
20141113-18:00,15
20141113-19:00,22
20141113-20:00,25
20141113-21:00,27
20141113-22:00,23
20141113-23:00,25
20141114-0:00,26
20141114-1:00,26
20141114-2:00,25
20141114-3:00,25
20141114-4:00,24
20141114-5:00,25
20141114-6:00,25
20141114-7:00,26
20141114-8:00,25
20141114-9:00,45
20141114-10:00,31
20141114-11:00,26
20141114-12:00,24
20141114-13:00,23
20141114-14:00,22
20141114-15:00,22
20141114-16:00,22
20141114-17:00,23
20141114-18:00,23
20141114-19:00,23
20141114-20:00,30
20141114-21:00,36
20141114-22:00,41
20141114-23:00,45
20141115-0:00,52
20141115-1:00,65
20141115-2:00,69
20141115-3:00,61
20141115-4:00,63
20141115-5:00,67
20141115-6:00,69
20141115-7:00,72
20141115-8:00,81
20141115-9:00,97
20141115-10:00,98
20141115-11:00,83
20141115-12:00,77
20141115-13:00,62
20141115-14:00,52
20141115-15:00,45
20141115-16:00,49
20141115-17:00,48
20141115-18:00,58
20141115-19:00,68
20141115-20:00,65
20141115-21:00,83
20141115-22:00,87
20141115-23:00,85
20141116-0:00,73
20141116-1:00,66
20141116-2:00,61
20141116-3:00,62
20141116-4:00,62
20141116-5:00,66
20141116-6:00,59
20141116-7:00,56
20141116-8:00,63
20141116-9:00,64
20141116-10:00,67
20141116-11:00,53
20141116-12:00,46
20141116-13:00,51
20141116-14:00,55
20141116-15:00,47
20141116-16:00,47
20141116-17:00,52
20141116-18:00,63
20141116-19:00,71
20141116-20:00,85
20141116-21:00,96
20141116-22:00,107
20141116-23:00,113
20141117-0:00,123
20141117-1:00,136
20141117-2:00,124
20141117-3:00,127
20141117-4:00,133
20141117-5:00,137
20141117-6:00,142
20141117-7:00,143
20141117-8:00,136
20141117-9:00,148
20141117-10:00,158
20141117-11:00,134
20141117-12:00,89
20141117-13:00,73
20141117-14:00,68
20141117-15:00,61
20141117-16:00,64
20141117-17:00,60
20141117-18:00,66
20141117-19:00,75
20141117-20:00,74
20141117-21:00,74
20141117-22:00,74
20141117-23:00,101
20141118-0:00,115
20141118-1:00,101
20141118-2:00,89
20141118-3:00,82
20141118-4:00,99
20141118-5:00,99
20141118-6:00,92
20141118-7:00,89
20141118-8:00,92
20141118-9:00,92
20141118-10:00,87
20141118-11:00,87
20141118-12:00,74
20141118-13:00,70
20141118-14:00,73
20141118-15:00,79
20141118-16:00,88
20141118-17:00,94
20141118-18:00,94
20141118-19:00,106
20141118-20:00,132
20141118-21:00,159
20141118-22:00,165
20141118-23:00,165
20141119-0:00,159
20141119-1:00,148
20141119-2:00,152
20141119-3:00,152
20141119-4:00,137
20141119-5:00,129
20141119-6:00,125
20141119-7:00,126
20141119-8:00,122
20141119-9:00,120
20141119-10:00,113
20141119-11:00,91
20141119-12:00,58
20141119-13:00,53
20141119-14:00,52
20141119-15:00,52
20141119-16:00,56
20141119-17:00,58
20141119-18:00,65
20141119-19:00,82
20141119-20:00,82
20141119-21:00,80
20141119-22:00,77
20141119-23:00,72
20141120-0:00,71
20141120-1:00,68
20141120-2:00,68
20141120-3:00,68
20141120-4:00,66
20141120-5:00,65
20141120-6:00,65
20141120-7:00,67
20141120-8:00,69
20141120-9:00,65
20141120-10:00,62
20141120-11:00,59
20141120-12:00,59
20141120-13:00,61
20141120-14:00,64
20141120-15:00,67
20141120-16:00,63
20141120-17:00,58
20141120-18:00,51
20141120-19:00,47
20141120-20:00,46
20141120-21:00,48
20141120-22:00,50
20141120-23:00,57
20141121-0:00,82
20141121-1:00,71
20141121-2:00,61
20141121-3:00,50
20141121-4:00,42
20141121-5:00,43
20141121-6:00,37
20141121-7:00,35
20141121-8:00,41
20141121-9:00,38
20141121-10:00,34
20141121-11:00,30
20141121-12:00,28
20141121-13:00,28
20141121-14:00,26
20141121-15:00,24
20141121-16:00,23
20141121-17:00,25
20141121-18:00,32
20141121-19:00,37
20141121-20:00,35
20141121-21:00,39
20141121-22:00,39
20141121-23:00,39
20141122-0:00,38
20141122-1:00,29
20141122-2:00,24
20141122-3:00,23
20141122-4:00,22
20141122-5:00,21
20141122-6:00,21
20141122-7:00,21
20141122-8:00,21
20141122-9:00,21
20141122-10:00,20
20141122-11:00,18
20141122-12:00,17
20141122-13:00,16
20141122-14:00,16
20141122-15:00,17
20141122-16:00,19
20141122-17:00,21
20141122-18:00,24
20141122-19:00,24
20141122-20:00,28
20141122-21:00,35
20141122-22:00,42
20141122-23:00,47
20141123-0:00,49
20141123-1:00,48
20141123-2:00,52
20141123-3:00,48
20141123-4:00,46
20141123-5:00,45
20141123-6:00,45
20141123-7:00,45
20141123-8:00,47
20141123-9:00,50
20141123-10:00,47
20141123-11:00,46
20141123-12:00,43
20141123-13:00,40
20141123-14:00,42
20141123-15:00,44
20141123-16:00,51
20141123-17:00,60
20141123-18:00,70
20141123-19:00,78
20141123-20:00,82
20141123-21:00,92
20141123-22:00,99
20141123-23:00,97
20141124-0:00,95
20141124-1:00,88
20141124-2:00,59
20141124-3:00,54
20141124-4:00,47
20141124-5:00,43
20141124-6:00,38
20141124-7:00,43
20141124-8:00,49
20141124-9:00,49
20141124-10:00,44
20141124-11:00,42
20141124-12:00,41
20141124-13:00,36
20141124-14:00,36
20141124-15:00,39
20141124-16:00,39
20141124-17:00,43
20141124-18:00,52
20141124-19:00,51
20141124-20:00,56
20141124-21:00,60
20141124-22:00,54
20141124-23:00,49
20141125-0:00,51
20141125-1:00,54
20141125-2:00,51
20141125-3:00,55
20141125-4:00,56
20141125-5:00,57
20141125-6:00,60
20141125-7:00,66
20141125-8:00,70
20141125-9:00,77
20141125-10:00,75
20141125-11:00,62
20141125-12:00,53
20141125-13:00,96
20141125-14:00,99.5
20141125-15:00,103
20141125-16:00,116
20141125-17:00,115
20141125-18:00,156
20141125-19:00,178
20141125-20:00,208
20141125-21:00,175
20141125-22:00,153
20141125-23:00,166
20141126-0:00,94
20141126-1:00,88
20141126-2:00,86
20141126-3:00,83
20141126-4:00,69
20141126-5:00,58
20141126-6:00,49
20141126-7:00,41
20141126-8:00,37
20141126-9:00,29
20141126-10:00,28
20141126-11:00,28
20141126-12:00,29
20141126-13:00,28
20141126-14:00,30
20141126-15:00,34
20141126-16:00,38
20141126-17:00,43
20141126-18:00,46
20141126-19:00,49
20141126-20:00,47
20141126-21:00,56
20141126-22:00,75
20141126-23:00,20
20141127-0:00,10
20141127-1:00,7
20141127-2:00,8
20141127-3:00,7
20141127-4:00,6
20141127-5:00,7
20141127-6:00,9
20141127-7:00,13
20141127-8:00,16
20141127-9:00,30
20141127-10:00,24
20141127-11:00,31
20141127-12:00,24
20141127-13:00,24
20141127-14:00,24
20141127-15:00,22
20141127-16:00,20
20141127-17:00,23
20141127-18:00,34
20141127-19:00,43
20141127-20:00,48
20141127-21:00,55
20141127-22:00,64
20141127-23:00,28
20141128-0:00,21
20141128-1:00,15
20141128-2:00,18
20141128-3:00,26
20141128-4:00,20
20141128-5:00,16
20141128-6:00,14
20141128-7:00,14
20141128-8:00,24
20141128-9:00,48
20141128-10:00,47
20141128-11:00,39
20141128-12:00,41
20141128-13:00,44
20141128-14:00,46
20141128-15:00,44
20141128-16:00,57
20141128-17:00,79
20141128-18:00,93
20141128-19:00,102
20141128-20:00,94
20141128-21:00,95
20141128-22:00,88
20141128-23:00,83
20141129-0:00,74
20141129-1:00,81
20141129-2:00,76
20141129-3:00,81
20141129-4:00,82
20141129-5:00,92
20141129-6:00,108
20141129-7:00,101
20141129-8:00,102
20141129-9:00,122
20141129-10:00,118
20141129-11:00,135
20141129-12:00,143
20141129-13:00,116
20141129-14:00,111
20141129-15:00,82
20141129-16:00,54
20141129-17:00,72
20141129-18:00,117
20141129-19:00,139
20141129-20:00,144
20141129-21:00,139
20141129-22:00,130
20141129-23:00,124
20141130-0:00,116
20141130-1:00,113
20141130-2:00,113
20141130-3:00,106
20141130-4:00,76
20141130-5:00,66
20141130-6:00,56
20141130-7:00,47
20141130-8:00,49
20141130-9:00,60
20141130-10:00,83
20141130-11:00,146
20141130-12:00,161
20141130-13:00,170
20141130-14:00,122
